Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disoder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$3,000",0.58%,"$1,202.96","$2,950.81",$50.44,0.044,$0.98,0.001,$115.34,0.724,$69.52,0.489,$23.38,0.245,$10.91,0.026,$0.19,0.002,$11.84,0.309,$67.29,1.162,$46.72,2.057,$42.85,0.369,$24.52,0.266,$3.40,0.034,$14.94,0.07,$0.00,0,$116.50,1.403,0.002,0,$90.99,4.065,$48.95,0.549,$6.72,0.047,$0.05,0.001,$0.83,0.014,$22.56,0.232,$2.52,0.004,$8.39,0.022,$0.02,0,$0.17,0.002,$1.60,0.024,$10.25,0.286,$12.84,0.275,$33.88,1.782,$14.02,0.311,$102.48,1.092,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$55.08,0.37,$25.12,0.18,$11.41,0.09,$5.47,0.04,$2.75,0.02,$1.37,0.01,$0.73,0.01,$0.42,0,$0.25,0,$0.14,0
"$3,100",0.51%,"$1,225.22","$3,050.41",$52.50,0.045,$1.04,0.001,$116.33,0.73,$70.87,0.498,$24.07,0.252,$11.60,0.027,$0.20,0.002,$12.38,0.321,$68.89,1.174,$47.56,2.082,$43.82,0.376,$25.04,0.271,$3.45,0.034,$15.34,0.07,$0.00,0,$118.80,1.424,0.002,0,$92.71,4.11,$50.55,0.555,$6.93,0.047,$0.05,0.001,$0.87,0.015,$23.20,0.237,$2.84,0.004,$8.75,0.024,$0.02,0,$0.18,0.002,$1.72,0.025,$10.66,0.296,$13.12,0.28,$34.44,1.802,$14.98,0.32,$103.82,1.104,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,$55.76,0.38,$25.52,0.18,$11.65,0.09,$5.61,0.04,$2.83,0.02,$1.42,0.01,$0.76,0.01,$0.44,0,$0.27,0,$0.15,0
"$3,200",0.51%,"$1,246.97","$3,150.13",$54.84,0.047,$1.11,0.001,$117.32,0.736,$72.57,0.508,$24.82,0.259,$12.16,0.029,$0.21,0.002,$12.73,0.328,$70.37,1.186,$48.36,2.108,$44.86,0.383,$25.51,0.276,$3.52,0.035,$15.83,0.07,$0.00,0,$120.86,1.443,0.002,0,$94.42,4.156,$52.31,0.563,$7.30,0.049,$0.05,0.001,$0.89,0.015,$23.93,0.244,$3.06,0.004,$9.10,0.025,$0.02,0,$0.19,0.002,$1.75,0.026,$10.98,0.302,$13.34,0.285,$35.02,1.823,$15.74,0.327,$105.12,1.115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,$56.47,0.38,$25.99,0.19,$11.93,0.09,$5.79,0.05,$2.93,0.02,$1.48,0.01,$0.80,0.01,$0.47,0.01,$0.28,0,$0.16,0
"$3,300",0.51%,"$1,268.20","$3,247.47",$57.51,0.048,$1.18,0.001,$118.58,0.743,$74.10,0.519,$25.29,0.263,$12.59,0.029,$0.22,0.003,$13.19,0.34,$72.08,1.199,$49.33,2.135,$46.01,0.39,$26.02,0.281,$3.58,0.035,$16.42,0.07,$0.00,0,$123.11,1.465,0.002,0,$96.01,4.207,$53.87,0.57,$7.49,0.049,$0.06,0.001,$0.91,0.015,$24.38,0.248,$3.19,0.004,$9.39,0.025,$0.02,0,$0.20,0.002,$1.84,0.028,$11.35,0.313,$13.69,0.292,$35.64,1.843,$16.45,0.336,$106.66,1.128,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,$57.43,0.39,$26.65,0.19,$12.39,0.09,$6.11,0.05,$3.17,0.03,$1.65,0.01,$0.91,0.01,$0.53,0.01,$0.31,0,$0.17,0
"$3,400",0.45%,"$1,288.95","$3,348.39",$60.42,0.05,$1.25,0.001,$119.43,0.749,$75.39,0.527,$25.83,0.268,$13.28,0.031,$0.23,0.003,$13.56,0.35,$73.30,1.21,$50.27,2.159,$46.84,0.396,$26.44,0.285,$3.62,0.036,$16.78,0.08,$0.00,0,$124.97,1.484,0.002,0,$97.55,4.248,$55.54,0.576,$7.65,0.05,$0.06,0.001,$0.94,0.015,$24.89,0.253,$3.57,0.005,$9.71,0.026,$0.03,0,$0.20,0.002,$1.90,0.028,$11.66,0.322,$14.03,0.298,$36.24,1.861,$17.06,0.344,$107.91,1.14,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,$58.06,0.39,$27.09,0.19,$12.70,0.1,$6.31,0.05,$3.30,0.03,$1.74,0.02,$0.97,0.01,$0.57,0.01,$0.33,0,$0.18,0
"$3,500",0.46%,"$1,309.25","$3,451.02",$62.92,0.051,$1.33,0.001,$120.34,0.755,$76.66,0.536,$26.83,0.279,$13.94,0.032,$0.25,0.003,$13.98,0.361,$74.76,1.22,$51.07,2.183,$47.89,0.403,$26.93,0.29,$3.69,0.036,$17.27,0.08,$0.00,0,$126.87,1.501,0.002,0,$99.45,4.294,$57.13,0.583,$7.99,0.051,$0.06,0.001,$0.98,0.016,$25.85,0.263,$3.80,0.005,$10.15,0.027,$0.04,0,$0.21,0.002,$1.94,0.029,$12.04,0.332,$14.36,0.304,$36.71,1.879,$17.89,0.352,$108.98,1.149,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,$58.71,0.4,$27.51,0.2,$12.94,0.1,$6.45,0.05,$3.38,0.03,$1.79,0.02,$1.00,0.01,$0.59,0.01,$0.35,0,$0.20,0
"$3,600",0.44%,"$1,329.09","$3,548.96",$65.73,0.053,$1.38,0.001,$121.24,0.76,$78.09,0.545,$27.53,0.285,$14.39,0.033,$0.26,0.003,$14.35,0.368,$75.89,1.232,$51.94,2.206,$48.89,0.409,$27.31,0.294,$3.74,0.036,$17.84,0.08,$0.00,0,$128.68,1.517,0.002,0,$101.15,4.333,$58.69,0.588,$8.41,0.052,$0.06,0.001,$1.00,0.016,$26.53,0.268,$4.02,0.005,$10.37,0.028,$0.04,0,$0.22,0.003,$2.15,0.032,$12.20,0.336,$14.64,0.309,$37.30,1.897,$18.72,0.359,$109.97,1.159,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,$59.41,0.4,$28.00,0.2,$13.24,0.1,$6.61,0.05,$3.47,0.03,$1.84,0.02,$1.04,0.01,$0.62,0.01,$0.36,0,$0.21,0
"$3,700",0.39%,"$1,348.53","$3,652.60",$68.47,0.054,$1.56,0.001,$122.05,0.765,$79.27,0.552,$27.96,0.289,$14.85,0.034,$0.46,0.005,$14.78,0.378,$76.89,1.24,$52.73,2.225,$49.77,0.415,$27.82,0.298,$3.82,0.037,$18.13,0.08,$0.01,0,$130.67,1.532,0.002,0,$102.36,4.368,$60.15,0.593,$8.61,0.053,$0.07,0.001,$1.01,0.017,$26.95,0.272,$4.21,0.005,$10.63,0.028,$0.04,0,$0.42,0.004,$2.22,0.032,$12.57,0.345,$14.95,0.313,$37.77,1.912,$19.56,0.365,$111.10,1.167,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$60.00,0.4,$28.38,0.2,$13.47,0.1,$6.76,0.05,$3.57,0.03,$1.91,0.02,$1.08,0.01,$0.65,0.01,$0.39,0,$0.22,0
"$3,800",0.40%,"$1,367.56","$3,748.35",$70.90,0.055,$1.65,0.001,$122.93,0.771,$80.38,0.56,$28.62,0.295,$15.48,0.035,$0.47,0.005,$15.60,0.396,$78.17,1.25,$53.60,2.248,$50.84,0.421,$28.23,0.302,$3.87,0.037,$18.74,0.08,$0.01,0,$132.38,1.548,0.002,0,$103.73,4.405,$61.73,0.599,$8.87,0.054,$0.08,0.001,$1.02,0.017,$27.60,0.278,$4.59,0.006,$10.89,0.029,$0.04,0,$0.43,0.004,$2.31,0.033,$13.28,0.362,$15.34,0.318,$38.26,1.93,$20.27,0.372,$112.11,1.176,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$60.61,0.41,$28.77,0.2,$13.69,0.1,$6.89,0.05,$3.64,0.03,$1.95,0.02,$1.11,0.01,$0.66,0.01,$0.40,0,$0.23,0
"$3,900",0.35%,"$1,386.21","$3,850.29",$73.21,0.057,$1.71,0.001,$123.64,0.775,$81.49,0.567,$29.19,0.301,$15.96,0.035,$0.48,0.005,$15.96,0.405,$79.31,1.258,$54.56,2.268,$51.90,0.427,$28.65,0.306,$3.95,0.038,$19.30,0.08,$0.01,0,$134.22,1.563,0.002,0,$104.71,4.433,$63.06,0.603,$9.08,0.054,$0.08,0.001,$1.03,0.017,$28.16,0.284,$4.83,0.006,$11.13,0.03,$0.04,0,$0.43,0.004,$2.40,0.035,$13.57,0.37,$15.80,0.324,$38.76,1.944,$21.00,0.378,$113.22,1.186,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$61.13,0.41,$29.13,0.21,$13.96,0.1,$7.08,0.06,$3.77,0.03,$2.04,0.02,$1.16,0.01,$0.69,0.01,$0.41,0,$0.24,0
"$4,000",0.36%,"$1,404.52","$3,951.47",$75.20,0.058,$1.99,0.001,$124.21,0.779,$82.61,0.573,$29.63,0.305,$16.58,0.037,$0.48,0.005,$16.38,0.417,$80.53,1.266,$55.36,2.287,$52.76,0.432,$28.94,0.309,$4.05,0.038,$19.77,0.08,$0.01,0,$136.16,1.578,0.002,0,$105.89,4.464,$64.89,0.609,$9.42,0.055,$0.08,0.001,$1.05,0.017,$28.57,0.288,$5.16,0.006,$11.42,0.03,$0.04,0,$0.44,0.005,$2.45,0.036,$13.92,0.381,$16.11,0.33,$39.25,1.957,$21.94,0.386,$114.22,1.193,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$61.51,0.41,$29.37,0.21,$14.11,0.11,$7.18,0.06,$3.84,0.03,$2.08,0.02,$1.19,0.01,$0.71,0.01,$0.42,0,$0.25,0
"$4,100",0.35%,"$1,422.46","$4,048.39",$77.60,0.059,$2.08,0.001,$124.88,0.783,$83.49,0.58,$30.27,0.315,$17.20,0.038,$0.48,0.005,$16.89,0.428,$81.73,1.273,$56.07,2.305,$53.58,0.437,$29.27,0.313,$4.09,0.039,$20.22,0.09,$0.01,0,$138.10,1.593,0.002,0,$107.01,4.491,$66.63,0.615,$9.65,0.056,$0.09,0.001,$1.16,0.018,$29.11,0.297,$5.47,0.006,$11.74,0.031,$0.05,0,$0.44,0.005,$2.62,0.037,$14.27,0.391,$16.37,0.333,$39.71,1.972,$22.91,0.392,$115.18,1.201,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$62.02,0.42,$29.72,0.21,$14.34,0.11,$7.32,0.06,$3.92,0.03,$2.13,0.02,$1.22,0.01,$0.74,0.01,$0.44,0.01,$0.26,0
"$4,200",0.29%,"$1,440.08","$4,147.73",$79.72,0.06,$2.16,0.001,$125.46,0.786,$84.36,0.586,$30.64,0.319,$17.60,0.038,$0.50,0.005,$17.21,0.436,$82.90,1.279,$56.69,2.319,$54.20,0.441,$29.63,0.315,$4.12,0.039,$20.45,0.09,$0.01,0,$139.76,1.605,0.002,0,$108.03,4.519,$68.10,0.62,$9.96,0.057,$0.09,0.001,$1.18,0.018,$29.45,0.3,$5.65,0.007,$11.95,0.032,$0.05,0,$0.45,0.005,$2.68,0.038,$14.53,0.398,$16.62,0.336,$40.07,1.983,$23.78,0.398,$115.98,1.206,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$62.38,0.42,$29.94,0.21,$14.49,0.11,$7.41,0.06,$3.97,0.03,$2.16,0.02,$1.24,0.01,$0.75,0.01,$0.45,0.01,$0.26,0
"$4,300",0.31%,"$1,457.41","$4,250.93",$82.37,0.061,$2.30,0.001,$126.07,0.79,$85.25,0.592,$31.11,0.323,$18.10,0.039,$0.50,0.005,$17.62,0.446,$84.06,1.287,$57.43,2.335,$54.80,0.445,$29.91,0.318,$4.17,0.039,$20.73,0.09,$0.01,0,$141.61,1.619,0.002,0,$109.11,4.544,$69.41,0.624,$10.23,0.058,$0.09,0.001,$1.24,0.019,$29.88,0.304,$5.94,0.007,$12.17,0.032,$0.05,0,$0.45,0.005,$2.75,0.039,$14.87,0.407,$16.92,0.34,$40.51,1.995,$24.67,0.405,$116.93,1.214,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$62.83,0.42,$30.23,0.21,$14.64,0.11,$7.49,0.06,$4.02,0.03,$2.19,0.02,$1.26,0.01,$0.76,0.01,$0.46,0.01,$0.27,0
"$4,400",0.31%,"$1,474.43","$4,348.02",$84.74,0.062,$2.48,0.001,$126.71,0.794,$86.37,0.599,$31.53,0.326,$18.65,0.04,$0.50,0.005,$17.96,0.456,$84.94,1.294,$58.23,2.355,$55.49,0.45,$30.18,0.321,$4.20,0.04,$21.11,0.09,$0.01,0,$143.44,1.632,0.003,0,$110.20,4.575,$71.15,0.629,$10.55,0.058,$0.09,0.001,$1.28,0.019,$30.25,0.307,$6.28,0.007,$12.37,0.033,$0.05,0,$0.46,0.005,$2.82,0.04,$15.15,0.416,$17.13,0.344,$41.09,2.011,$25.61,0.41,$117.82,1.221,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$63.36,0.43,$30.62,0.22,$14.89,0.11,$7.65,0.06,$4.12,0.03,$2.25,0.02,$1.30,0.01,$0.78,0.01,$0.47,0.01,$0.28,0
"$4,500",0.28%,"$1,491.16","$4,451.95",$86.85,0.063,$2.58,0.001,$127.35,0.798,$87.36,0.605,$31.97,0.33,$19.15,0.041,$0.53,0.006,$18.23,0.461,$85.97,1.3,$58.85,2.369,$56.00,0.453,$30.42,0.324,$4.23,0.04,$21.35,0.09,$0.01,0,$145.55,1.646,0.003,0,$111.25,4.601,$72.43,0.634,$10.72,0.059,$0.09,0.001,$1.30,0.019,$30.67,0.311,$6.51,0.007,$12.64,0.034,$0.05,0,$0.48,0.005,$2.88,0.041,$15.35,0.42,$17.35,0.347,$41.50,2.022,$26.93,0.418,$118.62,1.228,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$63.85,0.43,$30.97,0.22,$15.13,0.11,$7.81,0.06,$4.22,0.03,$2.31,0.02,$1.33,0.01,$0.80,0.01,$0.48,0.01,$0.28,0
"$4,600",0.28%,"$1,507.61","$4,550.66",$88.86,0.064,$2.81,0.001,$127.92,0.801,$88.54,0.613,$32.54,0.336,$19.61,0.042,$0.53,0.006,$18.74,0.471,$87.08,1.307,$59.46,2.384,$56.88,0.458,$30.73,0.326,$4.30,0.04,$21.85,0.09,$0.01,0,$147.31,1.658,0.003,0,$112.19,4.627,$73.55,0.637,$10.94,0.059,$0.09,0.001,$1.33,0.02,$31.20,0.316,$6.76,0.008,$12.85,0.034,$0.05,0,$0.48,0.005,$3.06,0.043,$15.68,0.428,$17.63,0.351,$41.83,2.033,$27.71,0.424,$119.59,1.234,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,$64.30,0.43,$31.30,0.22,$15.37,0.11,$7.97,0.06,$4.32,0.03,$2.37,0.02,$1.37,0.01,$0.82,0.01,$0.50,0.01,$0.30,0
"$4,700",0.26%,"$1,523.79","$4,649.75",$91.04,0.065,$2.92,0.001,$128.51,0.805,$89.33,0.618,$33.04,0.341,$20.08,0.042,$0.55,0.006,$19.00,0.477,$87.75,1.312,$60.05,2.399,$57.61,0.462,$31.10,0.329,$4.33,0.04,$22.19,0.09,$0.01,0,$149.14,1.671,0.003,0,$113.32,4.657,$74.99,0.642,$11.09,0.06,$0.10,0.001,$1.41,0.021,$31.63,0.32,$6.98,0.008,$13.10,0.035,$0.06,0.001,$0.49,0.005,$3.10,0.043,$15.90,0.434,$17.90,0.355,$42.15,2.044,$28.74,0.43,$120.41,1.241,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,$64.76,0.43,$31.62,0.22,$15.57,0.11,$8.09,0.06,$4.40,0.04,$2.42,0.02,$1.40,0.01,$0.84,0.01,$0.51,0.01,$0.31,0
"$4,800",0.26%,"$1,539.70","$4,747.39",$93.03,0.066,$3.31,0.001,$128.98,0.808,$90.20,0.625,$33.71,0.347,$20.62,0.043,$0.57,0.006,$19.32,0.484,$88.65,1.318,$60.59,2.414,$58.21,0.466,$31.32,0.332,$4.38,0.041,$22.51,0.09,$0.01,0,$150.84,1.682,0.003,0,$114.32,4.684,$76.51,0.647,$11.51,0.061,$0.10,0.001,$1.44,0.021,$32.26,0.326,$7.26,0.008,$13.37,0.035,$0.06,0.001,$0.51,0.005,$3.16,0.044,$16.16,0.44,$18.09,0.359,$42.50,2.056,$29.57,0.434,$121.27,1.248,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$65.12,0.44,$31.86,0.22,$15.71,0.12,$8.18,0.06,$4.45,0.04,$2.46,0.02,$1.43,0.01,$0.86,0.01,$0.53,0.01,$0.32,0
"$4,900",0.25%,"$1,555.37","$4,850.13",$95.21,0.067,$3.43,0.001,$129.54,0.811,$91.18,0.631,$34.21,0.355,$21.27,0.044,$0.58,0.006,$19.53,0.489,$89.49,1.324,$61.23,2.43,$58.77,0.469,$31.61,0.334,$4.42,0.041,$22.74,0.09,$0.01,0,$152.56,1.695,0.003,0,$115.39,4.711,$77.75,0.651,$11.68,0.061,$0.11,0.001,$1.46,0.022,$32.75,0.334,$7.57,0.008,$13.70,0.036,$0.07,0.001,$0.51,0.005,$3.18,0.045,$16.35,0.444,$18.41,0.363,$42.82,2.067,$30.53,0.441,$122.03,1.254,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$65.53,0.44,$32.12,0.23,$15.86,0.12,$8.27,0.06,$4.51,0.04,$2.49,0.02,$1.45,0.01,$0.88,0.01,$0.54,0.01,$0.32,0
"$5,000",0.25%,"$1,570.79","$4,950.26",$97.03,0.067,$3.54,0.001,$130.06,0.814,$91.95,0.636,$34.80,0.361,$21.90,0.045,$0.59,0.006,$19.95,0.496,$90.22,1.329,$61.73,2.442,$59.33,0.473,$31.85,0.337,$4.47,0.041,$23.01,0.09,$0.01,0,$154.42,1.707,0.003,0,$116.30,4.735,$79.65,0.657,$12.02,0.062,$0.14,0.001,$1.48,0.022,$33.32,0.339,$7.99,0.008,$13.90,0.037,$0.07,0.001,$0.52,0.005,$3.30,0.046,$16.64,0.451,$18.60,0.366,$43.13,2.076,$31.60,0.446,$122.82,1.261,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$65.89,0.44,$32.32,0.23,$15.98,0.12,$8.34,0.06,$4.55,0.04,$2.52,0.02,$1.47,0.01,$0.89,0.01,$0.55,0.01,$0.33,0
"$5,100",0.23%,"$1,585.97","$5,049.17",$98.86,0.068,$3.80,0.002,$130.68,0.817,$92.89,0.641,$35.22,0.365,$22.53,0.046,$0.59,0.006,$20.27,0.504,$91.18,1.334,$62.26,2.455,$59.98,0.477,$32.11,0.339,$4.50,0.042,$23.38,0.1,$0.01,0,$156.03,1.72,0.004,0,$117.06,4.759,$81.01,0.661,$12.18,0.063,$0.15,0.001,$1.51,0.022,$33.71,0.343,$8.41,0.009,$14.13,0.037,$0.07,0.001,$0.52,0.005,$3.38,0.046,$16.88,0.458,$18.84,0.37,$43.42,2.085,$32.55,0.453,$123.48,1.267,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$66.32,0.44,$32.60,0.23,$16.19,0.12,$8.48,0.06,$4.64,0.04,$2.57,0.02,$1.50,0.01,$0.91,0.01,$0.56,0.01,$0.34,0
"$5,200",0.24%,"$1,600.91","$5,150.41",$101.40,0.069,$3.93,0.002,$131.19,0.82,$93.73,0.646,$35.93,0.371,$22.98,0.047,$0.60,0.006,$20.52,0.51,$91.99,1.339,$62.88,2.471,$60.65,0.48,$32.36,0.341,$4.59,0.042,$23.70,0.1,$0.01,0,$157.58,1.731,0.004,0,$117.92,4.782,$82.49,0.665,$12.45,0.064,$0.15,0.001,$1.53,0.022,$34.40,0.348,$8.66,0.009,$14.32,0.038,$0.07,0.001,$0.53,0.006,$3.40,0.047,$17.12,0.464,$19.09,0.374,$43.79,2.097,$33.43,0.458,$124.15,1.272,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$66.70,0.45,$32.86,0.23,$16.36,0.12,$8.58,0.07,$4.70,0.04,$2.60,0.02,$1.52,0.01,$0.92,0.01,$0.57,0.01,$0.34,0
"$5,300",0.23%,"$1,615.63","$5,249.48",$103.73,0.07,$4.18,0.002,$131.62,0.823,$94.85,0.652,$36.34,0.375,$23.39,0.048,$0.61,0.006,$20.99,0.517,$92.68,1.344,$63.46,2.485,$61.32,0.484,$32.63,0.344,$4.63,0.042,$24.06,0.1,$0.01,0,$159.20,1.744,0.004,0,$118.74,4.807,$83.71,0.668,$12.69,0.064,$0.16,0.001,$1.57,0.023,$34.77,0.352,$8.85,0.009,$14.54,0.039,$0.08,0.001,$0.53,0.006,$3.67,0.048,$17.32,0.468,$19.37,0.379,$44.09,2.106,$34.37,0.465,$124.84,1.278,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,$67.01,0.45,$33.07,0.23,$16.49,0.12,$8.66,0.07,$4.75,0.04,$2.64,0.02,$1.55,0.01,$0.94,0.01,$0.58,0.01,$0.35,0
"$5,400",0.22%,"$1,630.12","$5,348.58",$105.90,0.071,$4.32,0.002,$132.05,0.826,$95.78,0.657,$37.01,0.38,$23.92,0.049,$0.62,0.007,$21.22,0.522,$93.37,1.35,$63.95,2.498,$61.95,0.487,$32.82,0.346,$4.68,0.043,$24.45,0.1,$0.01,0,$160.78,1.754,0.004,0,$119.47,4.833,$85.30,0.673,$12.91,0.065,$0.17,0.001,$1.67,0.024,$35.34,0.357,$9.09,0.009,$14.84,0.039,$0.08,0.001,$0.55,0.006,$3.71,0.049,$17.51,0.473,$19.59,0.383,$44.37,2.115,$35.21,0.47,$125.57,1.284,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,$67.33,0.45,$33.27,0.23,$16.60,0.12,$8.74,0.07,$4.81,0.04,$2.68,0.02,$1.58,0.01,$0.97,0.01,$0.60,0.01,$0.37,0
"$5,500",0.22%,"$1,644.39","$5,447.67",$108.37,0.072,$4.47,0.002,$132.54,0.829,$96.54,0.662,$37.50,0.385,$24.44,0.049,$0.62,0.007,$21.45,0.526,$94.20,1.354,$64.53,2.512,$62.64,0.491,$33.15,0.349,$4.71,0.043,$24.78,0.1,$0.01,0,$162.15,1.763,0.004,0,$120.52,4.856,$86.61,0.676,$13.28,0.066,$0.17,0.001,$1.70,0.024,$35.80,0.361,$9.39,0.01,$15.04,0.04,$0.08,0.001,$0.55,0.006,$3.77,0.05,$17.67,0.477,$19.84,0.388,$44.69,2.124,$36.09,0.475,$126.07,1.288,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,$67.72,0.45,$33.54,0.24,$16.79,0.12,$8.87,0.07,$4.89,0.04,$2.73,0.02,$1.61,0.01,$0.98,0.01,$0.61,0.01,$0.37,0
"$5,600",0.19%,"$1,658.47","$5,548.79",$110.26,0.072,$4.69,0.002,$132.97,0.831,$97.15,0.666,$37.74,0.387,$25.14,0.05,$0.63,0.007,$21.69,0.531,$94.87,1.358,$65.02,2.522,$63.30,0.494,$33.37,0.351,$4.73,0.043,$25.20,0.1,$0.01,0,$163.71,1.773,0.004,0,$121.39,4.874,$87.80,0.679,$13.40,0.066,$0.19,0.001,$1.72,0.024,$36.02,0.363,$9.93,0.01,$15.22,0.04,$0.09,0.001,$0.54,0.006,$3.84,0.051,$17.85,0.481,$20.06,0.39,$44.96,2.132,$37.08,0.48,$126.63,1.292,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,$68.07,0.45,$33.82,0.24,$17.00,0.12,$9.01,0.07,$4.98,0.04,$2.79,0.02,$1.64,0.01,$1.00,0.01,$0.62,0.01,$0.38,0
"$5,700",0.21%,"$1,672.34","$5,651.49",$111.91,0.073,$5.02,0.002,$133.37,0.834,$98.05,0.671,$38.14,0.39,$25.87,0.051,$0.65,0.007,$21.94,0.536,$95.93,1.363,$65.57,2.536,$63.72,0.498,$33.56,0.353,$4.76,0.043,$25.40,0.1,$0.01,0,$166.00,1.785,0.004,0,$122.27,4.897,$89.13,0.683,$13.62,0.067,$0.19,0.001,$1.73,0.024,$36.41,0.366,$10.40,0.01,$15.47,0.041,$0.09,0.001,$0.56,0.006,$3.89,0.051,$18.05,0.485,$20.23,0.392,$45.34,2.144,$38.27,0.486,$127.73,1.299,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$68.37,0.46,$34.03,0.24,$17.13,0.13,$9.10,0.07,$5.03,0.04,$2.82,0.02,$1.66,0.02,$1.02,0.01,$0.63,0.01,$0.39,0
