id,carrier_name,name,level,plan_type,hsa_eligible,infertility_treatment_rider,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network
27603CA1220818,Anthem,Anthem Platinum PPO 15/250/10%,platinum,PPO,False,False,250,2000,750,4000,3800,7600,7600,15200,10,50
27603CA1220837,Anthem,Anthem Silver PPO 50/2200/40%,silver,PPO,False,False,2200,4400,4400,8800,8600,17200,17200,34400,40,50
27603CA1220869,Anthem,Anthem Silver Select PPO 55/1950/35%,silver,PPO,False,False,1950,3900,3900,7800,9100,18200,18200,36400,35,50
27603CA1220876,Anthem,Anthem Silver PPO 55/1950/35%,silver,PPO,False,False,1950,3900,3900,7800,9100,18200,18200,36400,35,50
27603CA1220890,Anthem,Anthem Gold Select PPO 35/1000/20%,gold,PPO,False,False,1000,2000,3000,4000,8200,16400,16400,32800,20,50
27603CA1220891,Anthem,Anthem Gold Select PPO 25/30%,gold,PPO,False,False,0,2000,0,4000,8200,16400,16400,32800,30,50
27603CA1220892,Anthem,Anthem Gold Select PPO 30/500/20%,gold,PPO,False,False,500,2000,1500,4000,7900,15800,15800,31600,20,50
27603CA1220893,Anthem,Anthem Gold Select PPO 30/750/20%,gold,PPO,False,False,750,2000,2250,4000,8200,16400,16400,32800,20,50
27603CA1220894,Anthem,Anthem Platinum Select PPO 15/250/10%,platinum,PPO,False,False,250,2000,750,4000,3800,7600,7600,15200,10,50
27603CA1220896,Anthem,Anthem Silver Select PPO 50/2200/40%,silver,PPO,False,False,2200,4400,4400,8800,8600,17200,17200,34400,40,50
27603CA1220897,Anthem,Anthem Platinum Select PPO 15/40/10%,platinum,PPO,False,False,0,2000,0,4000,3800,7600,7600,15200,10,50
27603CA1220904,Anthem,Anthem Platinum PPO 15/40/10%,platinum,PPO,False,False,0,2000,0,4000,3800,7600,7600,15200,10,50
27603CA1221119,Anthem,Anthem Silver PPO 45/1750/40%,silver,PPO,False,False,1750,3500,3500,7000,9100,18200,18200,36400,40,50
27603CA1221132,Anthem,Anthem Silver Select PPO 45/1750/40%,silver,PPO,False,False,1750,3500,3500,7000,9100,18200,18200,36400,40,50
27603CA1221133,Anthem,Anthem Gold Select PPO 35/500/25%,gold,PPO,False,False,500,2000,1500,4000,8200,16400,16400,32800,25,50
27603CA1221134,Anthem,Anthem Silver Select PPO 55/2500/45%,silver,PPO,False,False,2500,5000,5000,10000,8700,17400,17400,34800,45,50
27603CA1221135,Anthem,Anthem Bronze Select PPO 4600/50%,expanded_bronze,PPO,False,False,4600,9200,9200,18400,8100,16200,16200,32400,50,50
27603CA1221144,Anthem,Anthem Gold PPO 35/500/25%,gold,PPO,False,False,500,2000,1500,4000,8200,16400,16400,32800,25,50
27603CA1221163,Anthem,Anthem Silver PPO 55/2500/45%,silver,PPO,False,False,2500,5000,5000,10000,8700,17400,17400,34800,45,50
27603CA1221182,Anthem,Anthem Bronze PPO 4600/50%,expanded_bronze,PPO,False,False,4600,9200,9200,18400,8100,16200,16200,32400,50,50
27603CA1221234,Anthem,Anthem Gold Select PPO 5/1500/30%,gold,PPO,False,False,1500,3000,3000,6000,8300,16600,16600,33200,30,50
27603CA1221235,Anthem,Anthem Platinum Select PPO 5/200/15%,platinum,PPO,False,False,200,2000,600,4000,3800,7600,7600,15200,15,50
27603CA1221280,Anthem,Anthem Platinum PPO 5/200/15%,platinum,PPO,False,False,200,2000,600,4000,3800,7600,7600,15200,15,50
27603CA1221299,Anthem,Anthem Gold PPO 5/1500/30%,gold,PPO,False,False,1500,3000,3000,6000,8300,16600,16600,33200,30,50
27603CA1221331,Anthem,Anthem Bronze Select PPO 40/6200/40%,expanded_bronze,PPO,False,False,6200,12400,12400,24800,8700,17400,17400,34800,40,50
27603CA1221332,Anthem,Anthem Bronze Select PPO 60/6850/40%,expanded_bronze,PPO,False,False,6850,13700,13700,27400,8200,16400,16400,32800,40,50
27603CA1221333,Anthem,Anthem Bronze Select PPO 70/6600/35%,expanded_bronze,PPO,False,False,6600,13200,13200,26400,8700,17400,17400,34800,35,50
27603CA1221340,Anthem,Anthem Bronze PPO 40/6200/40%,expanded_bronze,PPO,False,False,6200,12400,12400,24800,8700,17400,17400,34800,40,50
27603CA1221359,Anthem,Anthem Bronze PPO 60/6850/40%,expanded_bronze,PPO,False,False,6850,13700,13700,27400,8200,16400,16400,32800,40,50
27603CA1221378,Anthem,Anthem Bronze PPO 70/6600/35%,expanded_bronze,PPO,False,False,6600,13200,13200,26400,8700,17400,17400,34800,35,50
27603CA1221397,Anthem,Anthem Platinum PPO 5/200/15% WH,platinum,PPO,False,False,200,2000,600,4000,3800,7600,7600,15200,15,50
27603CA1221416,Anthem,Anthem Gold PPO 35/500/25% WH,gold,PPO,False,False,500,2000,1500,4000,8200,16400,16400,32800,25,50
27603CA1221435,Anthem,Anthem Gold PPO 35/1000/20% WH,gold,PPO,False,False,1000,2000,3000,4000,8200,16400,16400,32800,20,50
27603CA1221454,Anthem,Anthem Silver PPO 45/1750/40% WH,silver,PPO,False,False,1750,3500,3500,7000,9100,18200,18200,36400,40,50
27603CA1221473,Anthem,Anthem Silver PPO 55/2500/45% WH,silver,PPO,False,False,2500,5000,5000,10000,8700,17400,17400,34800,45,50
27603CA1221492,Anthem,Anthem Bronze PPO 6000/45% w/HSA PrevRx WH,expanded_bronze,PPO,True,False,6000,12000,12000,24000,7050,14100,14100,28200,45,50
27603CA1221511,Anthem,Anthem Bronze PPO 6700/0% w/HSA PrevRx WH,expanded_bronze,PPO,True,False,6700,13400,13400,26800,7050,17625,14100,35250,0,50
27603CA1221529,Anthem,Anthem Bronze PPO 75/7300/40%,expanded_bronze,PPO,False,False,7300,14600,14600,29200,8650,17300,17300,34600,40,50
27603CA1221547,Anthem,Anthem Silver PPO 2600/35% w/HSA PrevRx,silver,PPO,True,False,2600,5200,5200,10400,7050,14100,14100,28200,35,50
27603CA1221560,Anthem,Anthem Bronze Select PPO 75/7300/40%,expanded_bronze,PPO,False,False,7300,14600,14600,29200,8650,17300,17300,34600,40,50
27603CA1221561,Anthem,Anthem Silver Select PPO 2600/35% w/HSA PrevRx,silver,PPO,True,False,2600,5200,5200,10400,7050,14100,14100,28200,35,50
27603CA1221564,Anthem,Anthem Silver Select PPO 45/1750/40% WH,silver,PPO,False,False,1750,3500,3500,7000,9100,18200,18200,36400,40,50
27603CA1221590,Anthem,Anthem Gold PPO 1700/15% w/HSA PrevRx,gold,PPO,True,False,1700,3400,3400,6800,3700,7400,7400,14800,15,50
27603CA1221623,Anthem,Anthem Gold Select PPO 1700/15% w/HSA PrevRx,gold,PPO,True,False,1700,3400,3400,6800,3700,7400,7400,14800,15,50
27603CA1221650,Anthem,Anthem Gold PPO 30/500/20% RxD,gold,PPO,False,False,500,2000,1500,4000,7900,15800,15800,31600,20,50
27603CA1221669,Anthem,Anthem Gold PPO 25/30% RxD,gold,PPO,False,False,0,2000,0,4000,8200,16400,16400,32800,30,50
27603CA1221682,Anthem,Anthem Gold Select PPO 25/30% RxD,gold,PPO,False,False,0,2000,0,4000,8200,16400,16400,32800,30,50
27603CA1221683,Anthem,Anthem Gold Select PPO 30/500/20% RxD,gold,PPO,False,False,500,2000,1500,4000,7900,15800,15800,31600,20,50
37873CA0030031,UnitedHealthcare,Doctors Plan EPO Bronze CVPR /L65Y,bronze,EPO,False,False,7500,,15000,,9100,,18200,,50,
37873CA0030037,UnitedHealthcare,Doctors Plan EPO HDHP Bronze CVP2 /L45Y,expanded_bronze,EPO,True,False,6000,,12000,,7500,,15000,,40,
37873CA0090001-13,UnitedHealthcare,Select Plus PPO HDHP Silver CVQQ /L46S,silver,PPO,True,False,2800,5600,3000,6000,7500,14700,15000,29400,40,50
37873CA0090002-13,UnitedHealthcare,Select Plus PPO Bronze CVQP /L42Y,bronze,PPO,False,False,5500,11000,11000,22000,9100,18200,18200,36400,40,50
37873CA0090003-13,UnitedHealthcare,Doctors Plan EPO HDHP Silver CVPW /L46S,silver,EPO,True,False,2800,,3000,,7500,,15000,,40,
37873CA0090004-13,UnitedHealthcare,Doctors Plan EPO Bronze CVP8 /L42Y,bronze,EPO,False,False,5500,,11000,,9100,,18200,,40,
37873CA0090005-13,UnitedHealthcare,Core PPO Bronze CVQC /L42Y,bronze,PPO,False,False,5500,11000,11000,22000,9100,18200,18200,36400,40,50
37873CA0090006-13,UnitedHealthcare,Core PPO HDHP Silver CVQD /L46S,silver,PPO,True,False,2800,5600,3000,6000,7500,14700,15000,29400,40,50
37873CA0090027,UnitedHealthcare,Core PPO Bronze CVPS /L65Y,bronze,PPO,False,False,7500,15000,15000,30000,9100,18200,18200,36400,50,50
37873CA0090028,UnitedHealthcare,Core PPO Bronze CV2O /L65Y,bronze,PPO,False,False,7500,15000,15000,30000,9100,18200,18200,36400,50,50
37873CA0090041,UnitedHealthcare,Core PPO HDHP Bronze CVQL /L45Y,expanded_bronze,PPO,True,False,6000,12000,12000,24000,7500,14700,15000,29400,40,50
37873CA0090042,UnitedHealthcare,Select Plus PPO Bronze CVPU /L65Y,bronze,PPO,False,False,7500,15000,15000,30000,9100,18200,18200,36400,50,50
37873CA0090043,UnitedHealthcare,Select Plus PPO Bronze CV2P /L65Y,bronze,PPO,False,False,7500,15000,15000,30000,9100,18200,18200,36400,50,50
37873CA0090055,UnitedHealthcare,Select Plus PPO HDHP Bronze CVQY /L45Y,expanded_bronze,PPO,True,False,6000,12000,12000,24000,7500,14700,15000,29400,40,50
40025CA0000001-77,CalChoice,Cigna + Oscar LocalPlus Bronze EPO C,expanded_bronze,EPO,True,False,5750,,11500,,7450,,14900,,40,
40025CA0000002-77,CalChoice,Cigna + Oscar LocalPlus Bronze EPO D,expanded_bronze,EPO,False,False,6000,,12000,,8700,,17400,,40,
40025CA0000003-77,CalChoice,Cigna + Oscar LocalPlus Silver EPO C,silver,EPO,False,False,1950,,3900,,8950,,17900,,35,
40025CA0000004-77,CalChoice,Cigna + Oscar LocalPlus Silver EPO D,silver,EPO,False,False,2600,,5200,,8950,,17900,,40,
40025CA0000005-77,CalChoice,Cigna + Oscar LocalPlus Silver EPO E,silver,EPO,False,False,3000,,6000,,7250,,14500,,30,
40025CA0000006-77,CalChoice,Cigna + Oscar LocalPlus Gold EPO C,gold,EPO,False,False,0,,0,,8950,,17900,,30,
40025CA0000007-77,CalChoice,Cigna + Oscar LocalPlus Gold EPO D,gold,EPO,False,False,1350,,2700,,8550,,17100,,20,
40025CA0000008-77,CalChoice,Cigna + Oscar LocalPlus Gold EPO E,gold,EPO,False,False,750,,1500,,8550,,17100,,,
40025CA0000009-77,CalChoice,Cigna + Oscar LocalPlus Platinum EPO C,platinum,EPO,False,False,0,,0,,4850,,9700,,10,
40025CA0000010-77,CalChoice,Cigna + Oscar LocalPlus Platinum EPO D,platinum,EPO,False,False,250,,500,,4750,,9500,,10,
40025CA0000011-77,CalChoice,Cigna + Oscar LocalPlus Platinum EPO E,platinum,EPO,False,False,500,,1000,,3750,,7500,,15,
40025CA0000012-77,CalChoice,Cigna + Oscar Open Access Plus Bronze EPO E,expanded_bronze,EPO,False,False,7250,,14500,,9100,,18200,,35,
40025CA0000013-77,CalChoice,Cigna + Oscar LocalPlus Bronze EPO F,expanded_bronze,EPO,False,False,7250,,14500,,9100,,18200,,35,
40025CA0000014-77,CalChoice,Cigna + Oscar Open Access Plus Silver EPO F,silver,EPO,False,False,1950,,3900,,8950,,17900,,35,
40025CA0000015-77,CalChoice,Cigna + Oscar Open Access Plus Silver EPO G,silver,EPO,True,False,3000,,6000,,7250,,14500,,30,
40025CA0000016-77,CalChoice,Cigna + Oscar Open Access Plus Gold EPO F,gold,EPO,False,False,0,,0,,8950,,17900,,30,
40025CA0000017-77,CalChoice,Cigna + Oscar Open Access Plus Gold EPO G,gold,EPO,False,False,750,,1500,,8550,,17100,,,
40025CA0000018-77,CalChoice,Cigna + Oscar Open Access Plus Platinum EPO F,platinum,EPO,False,False,0,,0,,4850,,9700,,10,
40025CA0000019-77,CalChoice,Cigna + Oscar Open Access Plus Platinum EPO G,platinum,EPO,False,False,500,,1000,,3750,,7500,,15,
40025CA0080001,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $0/$20,platinum,PPO,False,False,0,1000,0,2000,4500,9000,9000,18000,,50
40025CA0080004,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $0/$20 INF,platinum,PPO,False,True,0,1000,0,2000,4500,9000,9000,18000,,50
40025CA0080007,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $0/$10,platinum,PPO,False,False,0,1000,0,2000,4850,9200,9700,18400,10,50
40025CA0080010,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $0/$10 INF,platinum,PPO,False,True,0,1000,0,2000,4850,9200,9700,18400,10,50
40025CA0080013,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $250,platinum,PPO,False,False,250,1000,500,2000,4750,8800,9500,17600,10,50
40025CA0080016,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $250 INF,platinum,PPO,False,True,250,1000,500,2000,4750,8800,9500,17600,10,50
40025CA0080019,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $500,platinum,PPO,False,False,500,1000,1000,2000,3750,9000,7500,18000,15,50
40025CA0080022,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $500 INF,platinum,PPO,False,True,500,1000,1000,2000,3750,9000,7500,18000,15,50
40025CA0080025,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $0,gold,PPO,False,False,0,1000,0,2000,8950,16500,17900,33000,30,50
40025CA0080028,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $0 INF,gold,PPO,False,True,0,1000,0,2000,8950,16500,17900,33000,30,50
40025CA0080031,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $250,gold,PPO,False,False,250,1000,500,2000,7800,15600,15600,31200,,50
40025CA0080034,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $250 INF,gold,PPO,False,True,250,1000,500,2000,7800,15600,15600,31200,,50
40025CA0080037,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $500,gold,PPO,False,False,500,1000,1000,2000,8700,17100,17400,34200,25,50
40025CA0080040,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $500 INF,gold,PPO,False,True,500,1000,1000,2000,8700,17100,17400,34200,25,50
40025CA0080043,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $750,gold,PPO,False,False,750,1500,1500,3000,8550,16900,17100,33800,20,50
40025CA0080046,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $750 INF,gold,PPO,False,True,750,1500,1500,3000,8550,16900,17100,33800,20,50
40025CA0080049,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $1350,gold,PPO,False,False,1350,2700,2700,5400,8550,17100,17100,34200,20,50
40025CA0080052,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $1350 INF,gold,PPO,False,True,1350,2700,2700,5400,8550,17100,17100,34200,20,50
40025CA0080055,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $0,silver,PPO,False,False,0,4500,0,9000,9100,17400,18200,34800,30,50
40025CA0080058,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $0 INF,silver,PPO,False,True,0,4500,0,9000,9100,17400,18200,34800,30,50
40025CA0080061,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $1950,silver,PPO,False,False,1950,4500,3900,9000,8950,17800,17900,35600,35,50
40025CA0080064,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $1950 INF,silver,PPO,False,True,1950,4500,3900,9000,8950,17800,17900,35600,35,50
40025CA0080093,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $1000,expanded_bronze,PPO,False,False,1000,15000,2000,30000,8700,25000,17400,50000,30,50
40025CA0080096,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $1000 INF,expanded_bronze,PPO,False,True,1000,15000,2000,30000,8700,25000,17400,50000,30,50
40025CA0080099,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $6000,expanded_bronze,PPO,False,False,6000,12000,12000,24000,8700,18200,17400,36400,40,50
40025CA0080102,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $6000 INF,expanded_bronze,PPO,False,True,6000,12000,12000,24000,8700,18200,17400,36400,40,50
40025CA0080105,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $6300,expanded_bronze,PPO,False,False,6300,12600,12600,25200,8200,16400,16400,32800,40,50
40025CA0080108,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $6300 INF,expanded_bronze,PPO,False,True,6300,12600,12600,25200,8200,16400,16400,32800,40,50
40025CA0080129,Cigna + Oscar,Cigna+Oscar LocalPlus Platinum $0/$20,platinum,PPO,False,False,0,1000,0,2000,4500,9000,9000,18000,,50
40025CA0080132,Cigna + Oscar,Cigna+Oscar LocalPlus Platinum $0/$20 INF,platinum,PPO,False,True,0,1000,0,2000,4500,9000,9000,18000,,50
40025CA0080135,Cigna + Oscar,Cigna+Oscar LocalPlus Platinum $0/$10,platinum,PPO,False,False,0,1000,0,2000,4850,9200,9700,18400,10,50
40025CA0080138,Cigna + Oscar,Cigna+Oscar LocalPlus Platinum $0/$10 INF,platinum,PPO,False,True,0,1000,0,2000,4850,9200,9700,18400,10,50
40025CA0080141,Cigna + Oscar,Cigna+Oscar LocalPlus Platinum $250,platinum,PPO,False,False,250,1000,500,2000,4750,8800,9500,17600,10,50
40025CA0080144,Cigna + Oscar,Cigna+Oscar LocalPlus Platinum $250 INF,platinum,PPO,False,True,250,1000,500,2000,4750,8800,9500,17600,10,50
40025CA0080147,Cigna + Oscar,Cigna+Oscar LocalPlus Platinum $500,platinum,PPO,False,False,500,1000,1000,2000,3750,9000,7500,18000,15,50
40025CA0080150,Cigna + Oscar,Cigna+Oscar LocalPlus Platinum $500 INF,platinum,PPO,False,True,500,1000,1000,2000,3750,9000,7500,18000,15,50
40025CA0080153,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $0,gold,PPO,False,False,0,1000,0,2000,8950,16500,17900,33000,30,50
40025CA0080156,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $0 INF,gold,PPO,False,True,0,1000,0,2000,8950,16500,17900,33000,30,50
40025CA0080159,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $250,gold,PPO,False,False,250,1000,500,2000,7800,15600,15600,31200,,50
40025CA0080162,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $250 INF,gold,PPO,False,True,250,1000,500,2000,7800,15600,15600,31200,,50
40025CA0080165,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $500,gold,PPO,False,False,500,1000,1000,2000,8700,17100,17400,34200,25,50
40025CA0080168,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $500 INF,gold,PPO,False,True,500,1000,1000,2000,8700,17100,17400,34200,25,50
40025CA0080171,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $750,gold,PPO,False,False,750,1500,1500,3000,8550,16900,17100,33800,20,50
40025CA0080174,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $750 INF,gold,PPO,False,True,750,1500,1500,3000,8550,16900,17100,33800,20,50
40025CA0080177,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $1350,gold,PPO,False,False,1350,2700,2700,5400,8550,17100,17100,34200,20,50
40025CA0080180,Cigna + Oscar,Cigna+Oscar LocalPlus Gold $1350 INF,gold,PPO,False,True,1350,2700,2700,5400,8550,17100,17100,34200,20,50
40025CA0080183,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $0,silver,PPO,False,False,0,4500,0,9000,9100,17400,18200,34800,30,50
40025CA0080186,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $0 INF,silver,PPO,False,True,0,4500,0,9000,9100,17400,18200,34800,30,50
40025CA0080189,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $1950,silver,PPO,False,False,1950,4500,3900,9000,8950,17800,17900,35600,35,50
40025CA0080192,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $1950 INF,silver,PPO,False,True,1950,4500,3900,9000,8950,17800,17900,35600,35,50
40025CA0080195,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $2500,silver,PPO,False,False,2500,5000,5000,10000,8750,17500,17500,35000,40,50
40025CA0080198,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $2500 INF,silver,PPO,False,True,2500,5000,5000,10000,8750,17500,17500,35000,40,50
40025CA0080201,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $2600,silver,PPO,False,False,2600,5500,5200,11000,8950,17800,17900,35600,40,50
40025CA0080204,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $2600 INF,silver,PPO,False,True,2600,5500,5200,11000,8950,17800,17900,35600,40,50
40025CA0080207,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $3000 HSA,silver,PPO,True,False,3000,6000,6000,12000,7250,13700,14500,27400,30,50
40025CA0080210,Cigna + Oscar,Cigna+Oscar LocalPlus Silver $3000 INF HSA,silver,PPO,True,True,3000,6000,6000,12000,7250,13700,14500,27400,30,50
40025CA0080213,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $1000,expanded_bronze,PPO,False,False,1000,15000,2000,30000,8700,25000,17400,50000,30,50
40025CA0080216,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $1000 INF,expanded_bronze,PPO,False,True,1000,15000,2000,30000,8700,25000,17400,50000,30,50
40025CA0080219,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $3000,expanded_bronze,PPO,False,False,3000,15000,6000,30000,9100,25000,18200,50000,30,50
40025CA0080222,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $3000 INF,expanded_bronze,PPO,False,True,3000,15000,6000,30000,9100,25000,18200,50000,30,50
40025CA0080225,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $6000,expanded_bronze,PPO,False,False,6000,12000,12000,24000,8700,18200,17400,36400,40,50
40025CA0080228,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $6000 INF,expanded_bronze,PPO,False,True,6000,12000,12000,24000,8700,18200,17400,36400,40,50
40025CA0080231,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $6300,expanded_bronze,PPO,False,False,6300,12600,12600,25200,8200,16400,16400,32800,40,50
40025CA0080234,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $6300 INF,expanded_bronze,PPO,False,True,6300,12600,12600,25200,8200,16400,16400,32800,40,50
40025CA0080237,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $5750 HSA,expanded_bronze,PPO,True,False,5750,12000,11500,24000,7450,14000,14900,28000,40,50
40025CA0080240,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $5750 INF HSA,expanded_bronze,PPO,True,True,5750,12000,11500,24000,7450,14000,14900,28000,40,50
40025CA0080243,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $7250,expanded_bronze,PPO,False,False,7250,15000,14500,30000,9100,25000,18200,50000,35,50
40025CA0080246,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $7250 INF,expanded_bronze,PPO,False,True,7250,15000,14500,30000,9100,25000,18200,50000,35,50
40025CA0080249,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $3000 HSA,silver,PPO,True,False,3000,6000,6000,12000,7250,13700,14500,27400,30,50
40025CA0080252,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $3000 INF HSA,silver,PPO,True,True,3000,6000,6000,12000,7250,13700,14500,27400,30,50
40025CA0080255,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $3000,expanded_bronze,PPO,False,False,3000,15000,6000,30000,9100,25000,18200,50000,30,50
40025CA0080258,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $3000 INF,expanded_bronze,PPO,False,True,3000,15000,6000,30000,9100,25000,18200,50000,30,50
40025CA0080261,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $7250,expanded_bronze,PPO,False,False,7250,15000,14500,30000,9100,25000,18200,50000,35,50
40025CA0080264,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $7250 INF,expanded_bronze,PPO,False,True,7250,15000,14500,30000,9100,25000,18200,50000,35,50
40025CA0080267,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $2600,silver,PPO,False,False,2600,5500,5200,11000,8950,17800,17900,35600,40,50
40025CA0080270,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $2600 INF,silver,PPO,False,True,2600,5500,5200,11000,8950,17800,17900,35600,40,50
40025CA0080273,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $5750 HSA,expanded_bronze,PPO,True,False,5750,12000,11500,24000,7450,14000,14900,28000,40,50
40025CA0080276,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $5750 INF HSA,expanded_bronze,PPO,True,True,5750,12000,11500,24000,7450,14000,14900,28000,40,50
40025CA0080279,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $2500 INF,silver,PPO,False,True,2500,5000,5000,10000,8750,17500,17500,35000,40,50
40025CA0080282,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $2500,silver,PPO,False,False,2500,5000,5000,10000,8750,17500,17500,35000,40,50
40513CA0000001-77,CalChoice,Kaiser Permanente Full Bronze HMO A,expanded_bronze,HMO,False,False,6300,,12600,,8600,,17200,,40,
40513CA0000002-77,CalChoice,Kaiser Permanente Full Silver HMO A,silver,HMO,False,False,2300,,4600,,8750,,17500,,45,
40513CA0000003-77,CalChoice,Kaiser Permanente Full Platinum HMO A,platinum,HMO,False,False,0,,0,,3000,,6000,,,
40513CA0000004-77,CalChoice,Kaiser Permanente Full Bronze HMO B,expanded_bronze,HMO,False,False,5400,,10800,,8300,,16600,,50,
40513CA0000005-77,CalChoice,Kaiser Permanente Full Silver HMO B,silver,HMO,False,False,1900,,3800,,8750,,17500,,45,
40513CA0000006-77,CalChoice,Kaiser Permanente Full Gold HMO B,gold,HMO,False,False,250,,500,,7800,,15600,,,
40513CA0000007-77,CalChoice,Kaiser Permanente Full Platinum HMO B,platinum,HMO,False,False,0,,0,,4500,,9000,,,
40513CA0000008-77,CalChoice,Kaiser Permanente Full Bronze HMO C,expanded_bronze,HMO,True,False,7000,,14000,,7000,,14000,,0,
40513CA0000009-77,CalChoice,Kaiser Permanente Full Silver HMO C,silver,HMO,False,False,2500,,5000,,8750,,17500,,30,
40513CA0000010-77,CalChoice,Kaiser Permanente Full Gold HMO C,gold,HMO,False,False,0,,0,,7500,,15000,,,
40513CA0000011-77,CalChoice,Kaiser Permanente Full Silver HMO D,silver,HMO,True,False,2700,,5400,,7200,,14400,,25,
40513CA0000012-77,CalChoice,Kaiser Permanente Full Gold HMO D,gold,HMO,False,False,1000,,2000,,7800,,15600,,,
40513CA0000013-77,CalChoice,Kaiser Permanente Full Silver HMO E,silver,HMO,False,False,2800,,5600,,8750,,17500,,45,
40513CA0000014-77,CalChoice,Kaiser Permanente Full Gold HMO E,gold,HMO,True,False,1600,,3200,,3550,,7100,,15,
40513CA0400041,CoveredCA,Gold 80 HDHP HMO 1600/15% + Child Dental Alt,gold,HMO,True,False,1600,,3200,,3550,,7100,,15,
40513CA0400042,CoveredCA,Gold 80 HDHP HMO 1600/15% + Child Dental Alt INF,gold,HMO,True,True,1600,,3200,,3550,,7100,,15,
40513CA0400043,CoveredCA,Platinum 90 HMO 0/10 + Child Dental Alt,platinum,HMO,False,False,0,,0,,3000,,6000,,,
40513CA0400044,CoveredCA,Platinum 90 HMO 0/10 + Child Dental Alt INF,platinum,HMO,False,True,0,,0,,3000,,6000,,,
