id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,chiropractic_services,individual_medical_deductible_in_network,family_medical_deductible_in_network,individual_medical_moop_in_network,family_medical_moop_in_network,coinsurance_in_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,anthem_travel_and_lodging
27603CA1211600,Anthem,Anthem Silver Priority Select HMO 60/2500/45% WH,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2500,5000,9100,18200,45,200,400,$60,[60.0],[],0,False,False
27603CA1211600-13,Anthem,Anthem Silver Priority Select HMO 60/2500/45% WH w/ T&L,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2500,5000,9100,18200,45,200,400,$60,[60.0],[],0,False,True
27603CA1210927-13,Anthem,Anthem Silver Priority Select HMO 60/2500/45% w/ T&L,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2500,5000,9100,18200,45,200,400,$60,[60.0],[],0,False,True
27603CA1210802,Anthem,Anthem Silver Select HMO 55,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,200 / Out-of-Network: Not Covered","In-Network: $18,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $800 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,True,0,0,9200,18400,0,400,800,$55,[55.0],[],0,False,False
27603CA1210802-13,Anthem,Anthem Silver Select HMO 55 w/ T&L,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,200 / Out-of-Network: Not Covered","In-Network: $18,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $800 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,True,0,0,9200,18400,0,400,800,$55,[55.0],[],0,False,True
27603CA1211002,Anthem,Anthem Silver Select HMO 60/2500/45%,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2500,5000,9100,18200,45,200,400,$60,[60.0],[],0,False,False
27603CA1211580,Anthem,Anthem Silver Select HMO 60/2500/45% WH,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2500,5000,9100,18200,45,200,400,$60,[60.0],[],0,False,False
27603CA1211580-13,Anthem,Anthem Silver Select HMO 60/2500/45% WH w/ T&L,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2500,5000,9100,18200,45,200,400,$60,[60.0],[],0,False,True
27603CA1211002-13,Anthem,Anthem Silver Select HMO 60/2500/45% w/ T&L,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2500,5000,9100,18200,45,200,400,$60,[60.0],[],0,False,True
27603CA1211507,Anthem,Anthem Silver Vivity HMO 50/2650,silver,HMO,"In-Network: $2,650 / Out-of-Network: Not Covered","In-Network: $5,300 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: Not Covered,True,2650,5300,9100,18200,0,0,0,$50,[50.0],[],0,False,False
27603CA1211526,Anthem,Anthem Silver Vivity HMO 50/2650 WH,silver,HMO,"In-Network: $2,650 / Out-of-Network: Not Covered","In-Network: $5,300 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: Not Covered,True,2650,5300,9100,18200,0,0,0,$50,[50.0],[],0,False,False
27603CA1211526-13,Anthem,Anthem Silver Vivity HMO 50/2650 WH w/ T&L,silver,HMO,"In-Network: $2,650 / Out-of-Network: Not Covered","In-Network: $5,300 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: Not Covered,True,2650,5300,9100,18200,0,0,0,$50,[50.0],[],0,False,True
27603CA1211507-13,Anthem,Anthem Silver Vivity HMO 50/2650 w/ T&L,silver,HMO,"In-Network: $2,650 / Out-of-Network: Not Covered","In-Network: $5,300 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: Not Covered,True,2650,5300,9100,18200,0,0,0,$50,[50.0],[],0,False,True
70285CA8230262,CoveredCA,Blue Shield Access+ Gold 80 HMO 250/35 + Child Dental,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
70285CA8230243,CoveredCA,Blue Shield Access+ Gold 80 HMO 250/35 + Child Dental INF,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
70285CA8230224,CoveredCA,Blue Shield Access+ Platinum 90 HMO 0/20 + Child Dental,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $9,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,False,0,0,4500,9000,0,0,0,$20,[20.0],[],0,False,False
70285CA8230205,CoveredCA,Blue Shield Access+ Platinum 90 HMO 0/20 + Child Dental INF,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $9,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,False,0,0,4500,9000,0,0,0,$20,[20.0],[],0,False,False
70285CA8230300,CoveredCA,Blue Shield Access+ Silver 70 HMO 2500/55 + Child Dental,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 35% / Out-of-Network: Not Applicable,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,False,2500,5000,8750,17500,35,300,600,$55,[55.0],[],0,False,False
70285CA8230281,CoveredCA,Blue Shield Access+ Silver 70 HMO 2500/55 + Child Dental INF,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 35% / Out-of-Network: Not Applicable,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,False,2500,5000,8750,17500,35,300,600,$55,[55.0],[],0,False,False
70285CA8230150,CoveredCA,Blue Shield Trio Bronze 60 HMO 7000/70 + Child Dental Alt,expanded_bronze,HMO,"In-Network: $7,000 / Out-of-Network: Not Covered","In-Network: $14,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,7000,14000,9100,18200,50,0,0,$70,[70.0],[],0,False,False
70285CA8230132,CoveredCA,Blue Shield Trio Bronze 60 HMO 7000/70 + Child Dental Alt INF,expanded_bronze,HMO,"In-Network: $7,000 / Out-of-Network: Not Covered","In-Network: $14,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,7000,14000,9100,18200,50,0,0,$70,[70.0],[],0,False,False
70285CA8230066,CoveredCA,Blue Shield Trio Gold 80 HMO 250/35 + Child Dental,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
70285CA8230015,CoveredCA,Blue Shield Trio Gold 80 HMO 250/35 + Child Dental INF,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
70285CA8230083,CoveredCA,Blue Shield Trio Platinum 90 HMO 0/20 + Child Dental,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $9,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,False,0,0,4500,9000,0,0,0,$20,[20.0],[],0,False,False
70285CA8230032,CoveredCA,Blue Shield Trio Platinum 90 HMO 0/20 + Child Dental INF,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $9,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,False,0,0,4500,9000,0,0,0,$20,[20.0],[],0,False,False
70285CA8230100,CoveredCA,Blue Shield Trio Silver 70 HMO 2500/55 + Child Dental,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 35% / Out-of-Network: Not Applicable,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,False,2500,5000,8750,17500,35,300,600,$55,[55.0],[],0,False,False
70285CA8230049,CoveredCA,Blue Shield Trio Silver 70 HMO 2500/55 + Child Dental INF,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 35% / Out-of-Network: Not Applicable,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,False,2500,5000,8750,17500,35,300,600,$55,[55.0],[],0,False,False
40513CA0410021,Kaiser Permanente,Bronze 60 HDHP HMO 7050/0 + Child Dental,expanded_bronze,HMO,"In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered","In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 after deductible / Out-of-Network: Not Covered,False,7050,14100,7050,14100,0,0,0,$0 after deductible,[0.0],[],0,True,False
40513CA0410045,Kaiser Permanente,Bronze 60 HDHP HMO 7050/0 + Child Dental INF,expanded_bronze,HMO,"In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered","In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 after deductible / Out-of-Network: Not Covered,False,7050,14100,7050,14100,0,0,0,$0 after deductible,[0.0],[],0,True,False
40513CA0410055,Kaiser Permanente,Bronze 60 HMO 5400/60 + Child Dental Alt,expanded_bronze,HMO,"In-Network: $5,400 / Out-of-Network: Not Covered","In-Network: $10,800 / Out-of-Network: Not Covered","In-Network: $8,600 / Out-of-Network: Not Covered","In-Network: $17,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,True,5400,10800,8600,17200,50,0,0,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
40513CA0410056,Kaiser Permanente,Bronze 60 HMO 5400/60 + Child Dental Alt INF,expanded_bronze,HMO,"In-Network: $5,400 / Out-of-Network: Not Covered","In-Network: $10,800 / Out-of-Network: Not Covered","In-Network: $8,600 / Out-of-Network: Not Covered","In-Network: $17,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,True,5400,10800,8600,17200,50,0,0,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
40513CA0410019,Kaiser Permanente,Bronze 60 HMO 6300/60 + Child Dental,expanded_bronze,HMO,"In-Network: $6,300 / Out-of-Network: Not Covered","In-Network: $12,600 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,False,6300,12600,9100,18200,40,500,1000,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
40513CA0410044,Kaiser Permanente,Bronze 60 HMO 6300/60 + Child Dental INF,expanded_bronze,HMO,"In-Network: $6,300 / Out-of-Network: Not Covered","In-Network: $12,600 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,True,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,False,6300,12600,9100,18200,40,500,1000,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
70285CA8171135,BlueShield of California,Bronze Access+ HMO 7000/70 OffEx,expanded_bronze,HMO,"In-Network: $7,000 / Out-of-Network: Not Covered","In-Network: $14,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,7000,14000,9100,18200,50,0,0,$70,[70.0],[],0,False,False
70285CA8171169,BlueShield of California,Bronze Access+ HMO 7000/70 OffEx INF,expanded_bronze,HMO,"In-Network: $7,000 / Out-of-Network: Not Covered","In-Network: $14,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,7000,14000,9100,18200,50,0,0,$70,[70.0],[],0,False,False
70285CA8171150,BlueShield of California,Bronze Local Access+ HMO 7000/70 OffEx,expanded_bronze,HMO,"In-Network: $7,000 / Out-of-Network: Not Covered","In-Network: $14,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,7000,14000,9100,18200,50,0,0,$70,[70.0],[],0,False,False
70285CA8171184,BlueShield of California,Bronze Local Access+ HMO 7000/70 OffEx INF,expanded_bronze,HMO,"In-Network: $7,000 / Out-of-Network: Not Covered","In-Network: $14,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,7000,14000,9100,18200,50,0,0,$70,[70.0],[],0,False,False
70285CA8171098,BlueShield of California,Bronze Trio HMO 7000/70 OffEx,expanded_bronze,HMO,"In-Network: $7,000 / Out-of-Network: Not Covered","In-Network: $14,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,7000,14000,9100,18200,50,0,0,$70,[70.0],[],0,False,False
70285CA8171116,BlueShield of California,Bronze Trio HMO 7000/70 OffEx INF,expanded_bronze,HMO,"In-Network: $7,000 / Out-of-Network: Not Covered","In-Network: $14,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,7000,14000,9100,18200,50,0,0,$70,[70.0],[],0,False,False
20523CA0031362,Aetna,CA Bronze HMO $60/95 6300 M,expanded_bronze,HMO,"In-Network: $6,300 / Out-of-Network: Not Covered","In-Network: $12,600 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: 0%,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,False,6300,12600,9100,18200,40,500,1000,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
20523CA0030698,Aetna,CA Bronze HMO $60/95 6300 wINF,expanded_bronze,HMO,"In-Network: $6,300 / Out-of-Network: Not Covered","In-Network: $12,600 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: 0%,False,True,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,True,6300,12600,9100,18200,40,500,1000,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
20523CA0031253,Aetna,CA Bronze HMO $75/125 8550,expanded_bronze,HMO,"In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered","In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $75 / Out-of-Network: Not Covered,True,8550,17100,8550,17100,0,0,0,$75,[75.0],[],0,False,False
20523CA0031542,Aetna,CA Bronze HMO $75/125 8550 wINF,expanded_bronze,HMO,"In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered","In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $75 / Out-of-Network: Not Covered,True,8550,17100,8550,17100,0,0,0,$75,[75.0],[],0,False,False
20523CA0030881,Aetna,CA Bronze HMO AVN $75/125 8550,expanded_bronze,HMO,"In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered","In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $75 / Out-of-Network: Not Covered,True,8550,17100,8550,17100,0,0,0,$75,[75.0],[],0,False,False
20523CA0031562,Aetna,CA Bronze HMO AVN $75/125 8550 wINF,expanded_bronze,HMO,"In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered","In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $75 / Out-of-Network: Not Covered,True,8550,17100,8550,17100,0,0,0,$75,[75.0],[],0,False,False
20523CA0030834,Aetna,CA Bronze HMO AWH SoCA $75/125 8550,expanded_bronze,HMO,"In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered","In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $75 / Out-of-Network: Not Covered,True,8550,17100,8550,17100,0,0,0,$75,[75.0],[],0,False,False
